unstained,더렵혀지지않은
sanctified,믿음이 두터운 체하는
godless,믿음이 없는
believing,믿음이 있는
trustful,믿음직하게 여기는
trustworthiness,믿음직함
untrustworthy,믿지 못할
unteach,믿지 않게 하다
disbeliever,믿지 않는 사람
unbeliever,믿지 않는 사람
disbelieve,믿지않다
wheatear,밀 이삭
farle,밀가루로 살짝 구워 만든 둥근 케이크
breadboard,밀가루반죽하는대
whistleblowing,밀고
informant,밀고자피조사자
nark,밀고하다
maslin,밀과 호밀로 만든 빵
cabala,밀교
collogue,밀담하다
densimeter,밀도계
milan,밀라노
milanese,밀라노사람
milline,밀라인
beeswax,밀랍
milreis,밀레이스
miletus,밀레토스소아시아의 옛 도시
driftage,밀려 내려가는 거리
surfy,밀려드는 파도가 많은
surf,밀려오는 파도
poach,밀렵자
frumentaceous,밀로 만든
milliliter,밀리 리터
milligramme,밀리그램
shoved,밀리다
millimicron,밀리미크론
peddler,밀매인
bootleg,밀매주
sealant,밀봉제
fascicle,밀산화서
smugling,밀수
smuggling,밀수입
moonshiner,밀수입자
moonshine,밀수입주
smugler,밀수자
smuggle,밀수하다
claustrophobia,밀실 공포증
claustrophobic,밀실 공포증환자
upheaval,밀어
supplant,밀어 내고 대신하다
shover,밀어 넣는 사람
dumper,밀어 던지는 큰 파도
bunkup,밀어 올리기
upthrust,밀어 올림
shove,밀어내다
sweeping,밀어내림
impel,밀어붙이다
jumpstart,밀어서 시동 걸기
upandover,밀어올려 수평으로 열리는
milwaukee,밀워키
honeymoon,밀월
amylum,밀의 녹말
durum,밀의 일종
denseness,밀접
poteen,밀조 위스키
sugarhead,밀조 위스키
hooch,밀주
barbershop,밀집 위치의
lockstep,밀집 행진법
phalanx,밀집대
densely,밀집하여
strawcolored,밀짚 빛깔의
strawhat,밀짚모자
isabella,밀짚색
detrude,밀치다
posset,밀크주
syllabub,밀크주
litharge,밀타승
miltown,밀타운
obturation,밀폐
airtightness,밀폐
obturator,밀폐장치
stow,밀항하다
assignation,밀회의약속
odious,밉살스럽다
exonerable,밉살스럽다
mink,밍크
underside,밑면
coaster,밑받침
ovular,밑씨의
plank,밑에 놓다
underlay,밑에 놓다
inferior,밑에 붙은
basecoat,밑칠
undercoat,밑칠
undercoating,밑칠
undersoil,밑흙
bagdad,바가텔
aconite,바곳
basketry,바구니 세공
basketwork,바구니 세공
weevil,바구니가 생긴
billbug,바구미
wagnerian,바그너 작의
goodman,바깥 주인
outward,바깥 쪽으로=
splay,바깥으로 벌어진
outsert,바깥접장
outwatdly,바깥쪽에
revolute,바깥쪽으로 감긴
transposition,바꾸어 놓음
anagrammatize,바꾸어 다른 말로 만들다
reword,바꾸어 말하다
transpose,바꾸어놓다
displacement,바꿔 놓음
videlicet,바꿔 말하면
transcription,바꿔 씀
permute,바꿔넣다
idest,바꿔말하면
paraphrase,바꿔쓰기
shifting,바뀌는
varying,바뀌는
vanadium,바나듐
vanadate,바나듐산염
vanuatu,바누아투
stitchwork,바느질
needlework,바느질자수
needlewoman,바느질하는 여자
pincushion,바늘 겨레
needlepoint,바늘 끝
furze,바늘금작화
needlebar,바늘대기계의
echidna,바늘두더지
aciculate,바늘로 긁은 자국이 있는
vanilla,바닐라
icecream,바닐라 아이스크림색의
vanillic,바닐라의
vanillin,바닐린
seapiece,바다 그림
subsea,바다 속의
seaculture,바다 양식
seafarer,바다 여행
guillemot,바다 오리류
petrel,바다 제비류
birdsnest,바다 제비집
seascape,바다 풍경화
littoral,바다가에서 나는
turtlesoup,바다거북 수프
calipash,바다거북의 등살
calipee,바다거북의 뱃살
crinoid,바다나리
deepsix,바다로 내던지다
seagirt,바다로 둘러 싸인
seabird,바다새
benthos,바다생물
undersea,바다속에
auk,바다쇠오리
puffin,바다앵무
maritime,바다에 사는
saltwater,바다에서 일하는
seaborn,바다에서 태어난
seafaring,바다여행
gribble,바다이
seaward,바다쪽의
ballast,바닥짐
ballasting,바닥짐 재료
beachie,바닷가 낚시꾼
bund,바닷가의거리
godet,바대
badenbaden,바덴바덴
bartholomew,바돌로매
baduk,바둑
mottle,바둑무늬
checkerwork,바둑판 무늬 돌담 쌓기
checkered,바둑판 무늬의
tessellated,바둑판모양의
checked,바둑판무늬의
heck,바디집
prithee,바라건대
varanasi,바라나시
wishedfor,바라던
brahmanism,바라문
barabbas,바라바
agaze,바라보고
unwishefor,바라지 않은
undesired,바라지않은
bharat,바라트말 명칭
wantless,바랄 것이 없는
willable,바랄 수가 있는
windbound,바람 때문에 항해할 수 없는
windward,바람 불어오는 쪽
aweather,바람 불어오는 쪽에
breathless,바람 없는
windless,바람 없는
drongo,바람가마귀
ventpeg,바람구멍마개
breezeless,바람기 없는
fizgig,바람기 있는
cutty,바람기 있는 여자
gypsy,바람끼 있는 여자
cadgy,바람난
lightolove,바람난 여자
minx,바람난 처녀
lightskirts,바람난여자
alee,바람맞이쪽으로
amourette,바람상대자
windswept,바람에 노출된
windfall,바람에 떨어진 과일
airborne,바람에 의해 운반된
aeolus,바람의 신
leeward,바람이 불어가는 쪽
blowy,바람이 센
windy,바람이 센
windtight,바람이 안 통하는
windswift,바람처럼 빠른
gusty,바랍이 거센
desired,바랐던
varangian,바랑 사람
colorfast,바래지 않는
unbleached,바래지 않은
bahrain,바레인
bahrein,바레인
handily,바로 가까이에
deadon,바로 그대로의
yesgirl,바로 응하는 여자
righter,바로 잡는 사람
barococo,바로크와 로코코 절충 양식의
varuna,바루나
baruch,바루크
barium,바륨
baric,바륨의
justly,바르게
misrepresent,바르게 나타내지 않다
welldirected,바르게 방향지워진
varna,바르나
bardolino,바르돌리노주
barbados,바르바 도스
barbadian,바르바도스 사람
barb,바르바리 말
barbital,바르비탈
barbiturate,바르비투르 산염
barcelona,바르셀로나
barchan,바르한
pharisee,바리새 사람
pharisaic,바리새 사람의
pharisaism,바리새주의
variometer,바리오미터
baryon,바리온
roadblock,바리케이트
baritone,바리톤가수
sfumato,바림법
scumble,바림하다
gradate,바림하다. 차차 다른 빛깔로 변하다
clod,바모
bab,바바라의 애칭
barbary,바바리
burberry,바바리 방수포
bavaria,바바리아
barbecue,바베큐
barbell,바벨
babel,바벨 탑옛날 에서 하늘까지 닿도록 쌓으려던 탑 , 천벌로 인부들이 서로 말이 통하지 않게 되어 완성에 실패
nincompoop,바보 멍청이
goofy,바보같은
footle,바보같은 소리하다
foolishly,바보같이
blah,바보같이-허튼소리
idiotical,바보스러운
numbbrained,바보스러운
newt,바보얼간이
flakeout,바보짓
imbecility,바보짓
stumblebum,바보짓만 하는 사람
stultification,바보처럼 보이게 함
babylonian,바빌로니아 말
babylon,바빌론
exilic,바빌론 유수의
prexeilian,바빌론에 사로잡혀 가기 이전의
busily,바쁘게
offhour,바쁘지 않은 시간
cracknel,바삭바삭하게 튀긴 돼지 비계살
cheka,바상 위원회
vaseline,바셀린
basset,바셋
vasopressin,바소프레신
crumble,바수다
bassoon,바순
cage,바스켓
basque,바스크
bastille,바스티유 감옥
bacitracin,바시트라신
driedup,바싹 마른
haggard,바싹 마른
parch,바싹 마른
bonedry,바싹마른
appressed,바싹밀어붙여진
baobab,바오바브나무
paul,바울
scree,바위 부스러기
rockwork,바위 쌓기 공사
saxicolous,바위 틈에 생기는
hyrax,바위너구리
petrous,바위로 된
rockbound,바위로 둘러싸인
rupicolous,바위산에 서식하는
vinal,바이날
virogene,바이러스 유전자
viral,바이러스성의
virology,바이러스학
virosis,바이러스형
bytonic,바이런식의
weimar,바이마르
bimetal,바이메탈
vaisya,바이샤
bararian,바이에른 사람
biosensor,바이오 센서
biorhythm,바이오리듬
biocybernetics,바이오사이버네틱스
bioshield,바이오실드
biochip,바이오칩
biotron,바이오트론
biofeedback,바이오피드백
violinist,바이올린 연주자
fiddlestick,바이올린의 활
fiddler,바이올린켜는 사람
baikal,바이칼호
vycor,바이코어 유리
viking,바이킹
vitaglass,바이타글라스
vitallium,바이탤륨
decrepitate,바작바작 소리나게 굽다
basel,바젤
bazookaman,바주카 포병
bazooka,바주카포
bellbottom,바지 가랑이가 넓은
trouserstretcher,바지 주름 펴는 기구
trousering,바지감
culottes,바지식 스커트
parching,바짝 말리는
scrimp,바짝 줄이다바짝 줄이다
scrimpy,바짝 줄인
calamitous,바참한
votive,바친
baccarat,바카라
bacchus,바카스
baccanal,바카스 예찬의
bacchanalian,바카스의
bacchante,바커스 신의 여사제
dithyramb,바커스의 찬가
bacchae,바커스제 여성 참가자들
rutty,바퀴 자국이 많은
pennyfarthing,바퀴가 큰 옛날 자전거
wheelchair,바퀴달린 의자
rotiform,바퀴모양의
sprag,바퀴받침
spokeshave,바퀴살 대패
radius,바퀴의 살
rut,바퀴자국
hub,바퀴통
nave,바퀴통
barkbarque,바크배
berkeley,바클리
berkeleian,바클리 철학도
baton,바통
twiirler,바통걸
baath,바트당
bartlett,바틀렛종의 배
bahamas,바하마
bahamian,바하마 사람
bahaism,바하이교
balm,바향수지
corbiestep,박공단
cucurbitaceous,박과의
gracilis,박근
pulsatory,박동하는
impending,박두한
exfoliation,박락물
expo,박람회
stringency,박력
remover,박리제
twilit,박명속의
gloam,박모
naturalist,박물학자
naturalistic,박물학자적인
starcroosed,박복한
underpaid,박봉의
battered,박살난
titmouse,박새
chickadee,박새
claque,박수 갈채꾼
applausive,박수 갈채의
handclap,박수갈채
clapometer,박수측정기
erudition,박식
omniscience,박식
erudite,박식하다
inwrought,박아넣은
philanthropy,박애
philanthropism,박애주의
philanthropist,박애주의자
backstitch,박음질
inlaid,박이 넣은
tempo,박자
measured,박자가 맞는
metronome,박절기
taxidermy,박제
truetolife,박진의
verisimilitude,박진함
folium,박층
deprival,박탈
divestiture,박탈
dispossess,박탈하다
redbud,박태기나무
lamelliform,박판모양의
gable,박풍
mint,박하
peppermint,박하
pennyroyal,박하유
